c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,y
499068,564951,960165,532690,422612,349166,676256,96635,676841,457172,222166,946834,0
970347,505259,309290,519366,761499,94682,279214,352715,261235,698340,171577,535786,0
177170,561861,467144,196144,470382,401790,124818,256393,558945,727634,690539,686165,0
995175,309865,406190,794423,527694,288430,505954,963460,778398,688143,881251,126514,0
539694,384635,163350,528678,435678,303670,902379,675661,415295,837916,837811,127389,0
809035,897880,171046,315916,681764,163656,511228,175317,793818,552897,798282,501866,0
409936,114417,369792,8532,591316,314160,609388,742960,382197,352433,582393,559959,0
21712,950802,589574,748003,46466,284212,928178,658858,653382,362720,894865,940229,1
208370,99823,352580,954641,541340,904191,872586,40950,452022,811037,238050,128561,0
673426,876158,136462,636194,788329,877585,90153,866359,294064,683238,531621,933997,0
607274,958962,163684,756081,335178,81300,188165,718890,338166,442742,288857,743166,0
600242,128011,413228,416834,948075,647914,824784,662592,314030,915436,160270,655792,0
993501,416671,514342,654998,73232,825145,406765,840025,89642,609553,968759,912628,0
2880,914212,911673,196604,624008,577892,652035,203128,156414,792662,570423,258086,0
217520,908650,283820,568142,19776,343408,994206,916333,292746,868194,710529,714983,0
247526,115985,426394,91528,25580,513282,242499,403538,635907,399320,911645,509128,0
721500,66683,331232,420226,338096,217936,698477,929519,27515,448750,614748,948682,0
351700,546035,981769,556682,384176,617242,737552,742117,425047,107996,571501,488656,0
333276,617995,114408,141660,1942,933551,56101,265452,813098,413594,555805,170399,0
261164,355785,100666,170060,665792,41306,392357,589252,986800,908294,282412,109770,0
975729,250029,126432,782105,471498,872169,489209,216430,924928,811444,904555,650415,0
268998,913992,12650,345928,402664,815229,98633,68946,741404,748490,879948,221628,0
208302,75465,58660,601504,253688,990045,909118,595778,240469,763630,845014,632405,0
853417,180063,832499,975493,372894,65676,585903,902996,914519,432310,24990,362208,0
921081,188283,311022,392402,383428,694674,130265,886792,888857,608432,789761,143379,0
715342,626431,688602,923439,616762,567234,922022,674499,694096,826861,784176,323522,0
437534,343231,905259,588610,997587,804833,454383,979512,265238,979427,183895,417661,0
989841,688053,404574,337838,869985,581304,931850,348875,363814,884034,233824,681988,0
397146,413185,155436,246676,926513,22966,407409,783492,911979,250943,203354,735304,0
554432,649571,982047,615460,547524,185032,367283,707881,538928,848346,763350,488556,0
209396,730201,216194,666464,651102,878335,597131,371755,161126,629871,882924,702007,0
71076,656725,189676,860985,356742,45640,951480,499475,151197,131980,745583,378858,0
634808,360713,115004,92152,301312,83408,832194,868066,796792,528500,612104,904054,0
127030,590149,915111,531358,627416,325352,54621,719051,48377,775817,848694,752247,0
886535,135019,88614,208324,377038,658594,151693,389293,162651,847923,32401,946452,0
467338,570851,329596,265968,113234,40618,730999,951756,440607,445675,28310,568360,0
452226,76019,86146,396208,295794,285336,876608,525121,523967,317,787491,284071,0
733695,338629,584568,189110,297088,908237,762116,386501,167205,508585,748536,326620,0
254978,758650,409288,718000,226956,403632,698915,95281,400299,669345,94437,883528,0
779695,483461,699176,542098,611792,15337,716562,973889,144286,129912,651540,568990,1
260924,807984,160284,724256,899653,635369,178312,653344,431434,154412,458364,831912,0
848275,777472,404200,399328,588688,848404,948759,646520,500158,846917,762558,646256,0
884353,19859,244578,530156,620234,937130,866443,188536,381944,935983,123657,57103,0
376522,7901,436034,926653,932281,240647,91766,696458,51040,515303,917873,263786,0
926871,89483,453782,741921,395070,674555,319838,661252,735827,631249,116528,544113,0
382594,101763,164888,572612,588452,474953,645952,932541,572822,682219,332425,57454,0
412380,848794,698006,218940,920439,724809,697134,591682,545590,4145,86685,78783,0
446906,950206,294376,235136,343176,873564,994865,770077,599875,814865,354872,91892,0
903787,594357,84244,967407,930641,31839,602044,402084,744374,21666,295940,872638,0
99006,211329,549360,192198,119666,542021,213018,774941,294341,198734,343369,748863,0
416776,40805,925057,599568,651870,403153,3424,530884,328401,696466,338289,649275,0
225532,564695,903051,178476,656800,389317,823685,699182,719795,497475,148316,680056,0
478858,954508,380002,994583,799953,607721,641336,737675,160357,846128,48412,785410,0
951239,950784,888765,188562,223532,106043,754183,119068,840388,112905,248185,918305,0
807467,483937,253576,657208,35376,419895,15380,577604,271949,926512,34467,629887,0
964107,761356,315720,992167,615812,238963,49978,827646,558728,198674,176420,157002,0
162434,302073,401534,82532,366598,449733,594106,18603,788689,704944,256526,490723,0
877813,685163,821911,137116,649498,852122,577894,298641,360352,172192,477427,967247,0
767335,222215,598206,103372,796677,523079,362780,359461,185316,427072,311903,812680,0
499814,734510,284170,789345,700468,369537,58224,970154,948349,576947,744731,927151,0
664980,382573,756103,777661,194578,263411,55264,908648,245574,883504,35408,475909,0
867367,833940,901127,290034,365588,203755,364798,149637,613158,137893,401213,35216,0
519230,325613,473262,146858,67692,328555,215370,490703,233682,292765,825154,214651,0
446782,354815,983113,858579,979555,469481,941397,67959,198655,496394,746593,851647,0
551838,494657,303374,921327,908959,230913,255486,511857,33323,75856,765469,596545,0
35386,992382,493752,461722,407270,3527,221384,758464,657665,364832,690127,592908,0
719220,885164,509756,38800,28454,523099,64026,877714,293895,864393,850768,410581,0
840985,421519,901039,285782,657032,429889,737747,581081,614987,559159,331628,160308,0
138894,546183,579086,81460,650924,971174,234758,134959,771276,405875,359820,803844,0
171774,864396,404360,248776,276210,759584,305210,535555,256469,957286,333431,324482,0
495504,456913,417858,201766,113478,791202,535694,30145,910808,102445,881872,581687,0
409684,209091,561442,13854,583550,335855,602975,941131,256690,187914,663108,35570,0
980947,313707,292916,77446,793359,970370,92089,824351,891643,972289,45242,594999,0
857369,330179,922391,488796,647990,408299,911042,464454,542926,539266,505675,626258,0
505844,326507,306568,687368,988009,220513,745002,454278,70604,936501,937606,19303,0
298556,774564,649982,822271,274292,913534,153253,204054,278892,80811,67540,266096,0
429390,681095,909021,954781,482748,295653,667217,99816,863107,438507,837715,849568,0
132368,71033,787595,447168,912945,687127,130999,269368,753487,631497,497547,36808,0
691066,97887,71778,557156,73746,453899,976976,798867,744055,396187,432849,37465,0
176832,422449,750961,937007,800793,510509,372645,917505,757496,692224,357716,766589,0
73354,642465,785059,625808,447864,977698,839530,718512,682291,557040,390170,457069,0
30314,334039,828477,579364,979489,812270,305531,175740,731784,155918,78195,188592,0
22878,146345,461426,730924,726906,440271,877884,315640,841624,928611,364061,832804,0
525194,438651,609142,148680,213850,531099,543003,788499,896784,456985,744657,734089,0
565074,350705,695156,457622,108286,195881,751888,938967,941084,572449,477104,465535,0
206500,128231,770655,389230,244402,958618,151493,202200,238105,431115,461857,684714,0
948733,604305,5408,450652,389438,46253,463935,416840,537831,154619,489003,529917,0
534522,323847,105416,627092,700362,233425,624187,910920,347988,527972,405810,590978,0
221962,313421,419612,304078,396050,514415,234437,133159,832373,217988,169832,377229,0
39314,830062,783401,3630,596410,302931,825034,154957,15268,225308,539277,266406,0
114408,589745,802549,129662,285864,993926,823086,533533,315970,51906,107185,420515,0
598114,205203,576228,470202,665118,578965,440375,216605,989623,290135,443734,264108,0
658328,535679,77948,990259,566010,40335,41327,60161,295592,736458,896691,885698,0
157288,208725,853349,408376,897005,495093,397101,598137,982367,109201,470553,707032,0
982515,570309,355754,2086,415910,917044,704257,63069,43478,541411,858158,967254,0
956263,307547,359166,445596,268862,372359,409955,540859,849386,256664,56682,348548,0
639474,891380,549342,983037,31192,792374,563727,65531,87769,663598,879747,801824,0
842623,503389,848429,68230,433578,248397,111245,857692,809944,274890,603669,33044,0
755529,903154,915157,30668,58180,379319,348339,547131,558553,180962,567123,632635,0
98966,262369,827381,764591,603642,515359,478813,93557,660867,707117,491538,439174,0
709166,504761,148950,343690,595398,602319,570327,410275,276595,88713,970723,939778,0
449520,349783,586866,731435,834381,782934,841816,525277,888396,973920,331215,730630,0
110932,500853,723968,662072,254550,682011,524125,85015,703667,163113,413171,242907,0
909727,664661,474984,424294,171041,291194,681770,442342,362420,304710,924797,308936,1
841811,291967,738969,169406,516231,812131,500874,126798,107884,700928,497792,505255,0
62472,801208,189172,318288,506125,303280,167422,332774,834361,388486,8955,520896,0
240136,96837,520608,287222,17059,840301,543800,530452,215344,616100,644311,577307,0
760201,944032,425264,598112,711807,789301,552172,753109,137008,360093,59440,214860,0
939231,825674,520140,915063,662615,134460,744239,849587,191352,438827,80144,663135,0
793097,754790,471604,491690,507773,424958,242712,103730,300826,839114,815782,525282,0
628906,798264,410280,347230,335127,65682,110822,969487,597770,461067,140569,596453,0
787047,398919,940661,366412,517223,220994,376300,715046,428465,211936,668180,536360,0
974135,745728,434974,10364,368737,524690,38814,847935,494857,458164,286396,74123,0
236648,486343,485522,875559,288941,215806,266720,348620,74431,496098,803426,323814,0
595588,277651,72594,958071,325691,783181,415728,878823,908860,188950,329301,577419,0
788129,574937,447488,629500,768078,141416,298092,918541,230547,332431,594158,768275,0
304456,703787,55814,591968,724039,876831,220066,431016,149349,939094,53634,171207,0
676358,754636,62454,409330,140917,573652,934509,208414,388947,85077,435911,609014,0
24210,712855,814441,466274,122309,327316,239048,741797,106973,322291,621753,190889,0
361098,414623,516778,14728,317885,957855,684046,7915,432910,494716,588522,823127,0
290342,67011,609578,764743,792408,386294,54998,932992,372642,937059,284244,710427,0
383314,493887,433804,450514,514481,83324,957781,196051,811187,116478,156289,430270,0
908509,776880,994841,278304,125553,175100,900387,592959,194842,606474,503089,406237,0
860911,5171,451456,760405,920690,837061,244478,10275,589800,193471,869113,210732,0
660902,72791,952183,400838,359645,553936,631918,270897,144942,21427,138150,143311,0
925021,269095,246868,732995,786818,179724,237944,744254,61214,927914,593791,917161,0
914331,316151,13376,712342,317567,815413,148774,716179,114102,134669,567537,988184,0
670188,835718,100902,851487,878154,823461,904483,898832,136459,780215,578726,559558,0
858433,462345,650530,462456,774782,493612,11788,934818,331249,855187,29670,810564,0
165390,47171,164666,749377,230145,344056,973137,982026,551631,512056,770748,429696,0
289318,791014,516322,905443,393221,934541,301036,757744,476983,621368,951032,142919,0
680008,940536,644652,212238,161245,739559,768601,617631,480763,732198,567954,655166,0
349832,780304,90322,499406,777328,997761,949045,991964,362485,590571,807565,530999,0
570972,284281,860857,627824,659789,864057,320496,242185,727619,850524,504537,69384,0
25580,654523,751529,358122,955558,425756,332482,409117,226867,447145,179749,906030,0
672118,649713,244734,926373,823896,993255,527811,606026,524272,555512,546382,400002,0
529710,902808,100856,933561,476699,888045,196569,813911,159620,506072,401246,441805,0
142138,398169,381722,229902,153779,995903,683825,31512,204282,812749,793282,143430,0
567894,707773,642374,616832,327217,473180,645425,415490,306688,839647,815322,230131,0
817019,83629,109956,714130,424327,97652,692857,875133,351202,301181,822901,442772,0
263402,876494,388504,787181,425973,705564,216827,930733,328386,880958,768623,244271,0
465428,297495,107118,775661,277165,288700,897884,2526,604858,979276,417121,752965,0
641892,689713,834559,193714,438945,437810,408053,197708,322938,547253,936340,851072,0
218794,32171,287444,711912,44509,366330,857772,739571,559253,286912,644298,186290,0
368978,232747,818469,584874,205893,814459,45159,111320,133783,703132,91432,324035,0
164354,244029,74928,972881,999958,241244,95399,621132,146323,44942,445805,146362,0
386144,363273,272740,122050,52323,368058,503647,54550,648101,940983,21379,950976,0
478566,886302,63608,625126,937396,803473,231399,101006,502759,520937,518366,445684,0
566196,781234,437820,184744,282353,416646,132187,751053,91245,935988,143298,41465,0
122172,30653,345210,378100,108497,317196,982018,971417,992432,215095,872226,778757,0
721268,857136,463168,686362,865682,743387,367147,879809,564451,224553,934844,214929,0
761151,579537,119952,27452,744642,430414,773928,833752,253420,783795,48208,369422,0
873639,735914,365940,332440,822114,783825,672247,849434,420524,768233,455754,879052,0
433028,834740,45288,414986,456281,18096,576313,669297,948621,259114,45251,674236,0
667582,580775,702630,745367,182517,513760,928760,213101,762261,479326,315823,984588,0
717244,400633,821657,34170,650367,521024,670421,225269,422780,583951,871597,57126,0
865679,607379,376850,939191,475863,865793,711637,700331,754129,594049,60564,733426,0
645376,460311,399654,499076,919572,728110,328105,413199,326678,467717,273983,82606,0
320760,148973,473664,665706,240697,939651,667691,433255,179092,939916,811660,431033,0
866691,45069,978293,120146,117931,448708,545387,340745,402187,207766,585986,151432,0
616542,359759,441948,815983,186633,284616,513569,639019,888544,609408,853887,129493,0
982465,59307,768431,40240,316589,851353,30837,337247,251373,219256,451753,508384,0
787697,606991,126102,732785,321403,213956,341235,692711,12583,604022,66639,637211,0
406842,516455,114202,329900,351237,397948,709131,11839,92861,142677,13944,133050,0
85674,873906,682606,578910,916452,278408,361943,957198,533723,151231,546792,518675,0
214728,443347,524638,149230,406673,655176,408705,554465,697803,371005,55691,628966,0
173546,409261,935027,970527,115119,865897,337853,529439,744684,804338,704785,612373,0
762987,99665,740903,907657,379593,849252,60268,252304,781147,989455,304768,361232,0
985291,351133,143682,265350,32657,49447,976587,995621,837921,443168,992173,562815,0
153032,945636,977987,624518,766130,374153,975625,652610,35750,456578,105409,608178,0
79022,953218,103310,708612,562511,902720,857069,283140,66050,60102,613881,118081,0
909505,416229,253022,210538,130969,733076,302738,833343,944367,682927,188736,432444,0
317976,936330,102294,354546,316461,60299,482608,332082,866835,182851,855881,278213,0
233674,742724,705380,60810,576073,333877,786939,464304,907499,215941,316355,29710,0
295812,122331,450780,863681,699425,510123,895093,552272,797031,696199,624843,175425,0
591110,265035,809245,245062,303215,369839,909731,957537,190811,471750,374388,623880,0
105830,705595,931851,609560,739262,49081,503756,317316,71315,487282,760317,798812,0
558310,44467,840351,989815,433901,982798,394504,561554,363017,906089,631267,37280,0
976409,927544,181130,619928,934024,536323,260520,951255,129041,446746,633251,487665,0
476616,17987,797081,769101,956914,961810,481694,201490,344991,238183,659534,995263,0
193202,383831,532576,133118,891356,77723,957029,136274,850634,33275,909793,65115,0
799489,488261,582220,124194,850886,379579,928971,225050,521783,728449,535721,62782,0
55432,965590,588980,589174,413215,475507,412832,682008,588949,796426,976560,510489,0
190364,424085,108788,37318,100221,546219,602106,211497,192930,746931,371012,869241,0
195320,688289,848243,798921,378665,248407,532478,724749,618294,319146,657338,101927,0
550788,970082,386436,152240,360521,546237,844371,844424,233628,390532,588449,242250,0
653718,475377,683360,591436,464491,429501,193948,37035,802979,992307,225875,721953,0
789849,821398,642398,755335,374333,287291,183256,967970,28626,720701,880101,985861,0
744341,218421,150358,311702,951216,498213,493226,884684,419002,495397,81938,649191,0
736365,567723,175012,773589,241163,283913,803571,119441,393712,935044,127047,267268,0
75002,423329,992297,938959,819544,498271,810609,10629,678486,460293,584933,882024,0
927717,834410,991301,771503,10613,135999,28748,154223,85671,266908,74740,431212,0
893943,341855,496414,878701,516651,392983,179988,731938,438031,263730,890161,667537,0
961299,499341,49440,67414,403535,201245,150178,988810,130997,634458,592599,425214,0
477710,24673,583720,479002,792000,294495,992779,343255,327301,250834,633313,927862,0
902201,380291,441646,607650,110525,863202,982783,822070,965734,975746,7456,368758,0
900235,908750,831157,555050,1141,287129,125672,65537,488599,390749,985451,966482,0
731937,558911,740685,875061,40487,686087,865227,64419,34295,740666,902942,858817,0
83436,903560,960187,106452,379127,670737,225044,871604,919944,693589,591789,626107,0
746879,793270,723320,951317,314385,54445,608349,256564,637490,480182,807311,771127,0
745997,144153,50354,81678,175497,868534,966828,965601,622528,768403,371940,777582,0
509848,802182,840941,94262,658913,558789,951978,731379,659296,108090,38217,881555,0
727628,62009,595738,464988,578311,548931,118519,633202,488694,682228,747012,584809,0
683964,718787,782077,799967,635347,527673,103823,873697,786299,409365,920245,702972,0
718866,875368,142394,89258,165453,308399,934098,6648,935309,107011,87600,442413,0
405802,755318,441664,320196,435735,934416,844980,5156,440816,833998,143707,956375,0
549108,257647,300664,311794,294269,921002,63687,836051,825003,751446,908340,877080,0
903117,134497,133220,733353,623757,180437,421129,159720,581093,309682,760741,254910,0
652160,915016,236082,583582,259953,76905,819906,833607,693029,442938,938925,186755,0
847653,547535,882805,908919,566459,145451,455525,861399,783714,414122,100305,314874,0
904473,68865,743559,871215,566765,583483,421087,160404,420643,289134,674285,780080,0
509186,546001,180442,854605,871174,240449,474131,174244,174331,533355,553264,944147,0
170016,4147,844915,450456,888470,619239,895664,471940,516593,364249,282102,423919,0
614262,900526,295326,388022,85493,822552,153591,679168,498049,682781,266353,238458,0
426144,884846,841713,672236,586049,754274,264769,965891,834578,951524,387651,320077,0
224004,133291,729980,9328,331953,91947,737530,588111,869765,487978,938947,694596,0
568214,282787,174326,14724,608513,82783,797978,958476,470666,835531,765203,328679,0
708214,469195,76116,385678,774376,536755,941228,12853,784979,688164,464027,926553,0
963015,152461,505030,952981,393399,283957,533089,934750,456854,875613,783854,806672,0
484066,298239,377318,871399,278853,322743,98403,524821,211588,628369,425666,151848,0
658734,822686,451316,375344,494943,754612,691759,974966,233652,356965,459836,853606,0
435986,416167,777203,749983,517465,198237,409051,236175,511904,479755,251781,601576,0
696604,708809,11700,554626,305979,555787,188249,770576,968505,498811,187253,53891,0
905245,7759,101886,177248,127229,703181,287267,785420,262713,876045,97046,135094,0
312196,762846,9908,577438,935524,713109,172861,407501,280323,530290,695582,642455,0
793443,238779,386860,525302,661473,918160,400539,265325,459747,819159,189861,256458,0
393740,163841,753019,936483,386613,553071,479559,214033,230369,217676,378001,252067,0
635828,565829,746027,238292,163403,490381,520035,637071,390005,402021,909955,244688,0
328486,411801,322332,707296,708079,232929,258987,528513,442351,176333,428146,724223,0
400438,953638,525506,385940,529869,920348,574259,349155,196803,165863,196279,861523,0
338116,865696,165468,172514,822126,600229,113257,690351,609445,122853,753818,179267,0
208134,977504,880175,197101,481722,725068,238446,436904,950681,743785,304466,860163,1
368954,81111,456014,325209,955937,538820,882513,177958,153000,994147,76486,57433,0
199470,722763,161476,21945,497744,893327,319114,193782,450456,94304,549461,197372,0
525078,85617,253958,109535,723370,166346,771247,84840,733595,611304,969098,100451,0
11610,196889,772143,465445,306678,106474,518496,442414,526116,128381,570268,635238,0
350636,111705,203008,36913,547706,325866,476914,730290,385616,608831,459556,219685,0
115980,497063,572418,142189,94524,709050,108790,177752,556262,341987,312111,24136,0
396798,362833,286370,431553,994,153000,526878,64744,694606,595457,133425,806208,0
426396,19857,862043,124309,171434,517948,998391,156294,595161,756787,501306,56052,0
816893,327193,371068,807196,437494,314882,151666,245848,478677,988333,316298,424881,0
613112,152569,509756,856112,168974,176774,152482,734163,504787,41772,232837,905801,0
592838,442683,775203,222079,159670,36264,425818,558640,238687,606364,680317,46139,0
942031,794876,692538,240401,204480,850545,619014,224824,458289,461053,866423,587686,0
305410,518681,957903,885892,407858,573574,524910,761059,499873,931912,998375,446971,0
348086,582555,123856,471161,717536,8554,172904,924899,717411,522047,217697,607418,0
320052,816916,476906,803196,753741,240034,689348,165068,636501,335391,963890,998868,0
783671,265467,222290,833384,706718,800213,123824,780168,871415,479994,200858,136718,0
593902,390787,92342,502329,145568,968893,497122,125559,93190,701258,433236,825262,0
784561,307003,815591,696599,575986,513814,375794,409853,40356,414072,711033,588374,0
570252,578941,537038,347319,763941,150206,984213,544393,551120,864495,232117,558003,0
655090,522273,116170,77517,449560,374246,198530,236387,507394,549367,722148,908803,0
813131,608299,139640,652039,166518,619564,707972,364461,409886,981396,716672,819252,0
284714,472653,261402,553075,165966,634420,352620,192039,69134,125243,336859,205898,0
505930,730543,153006,447723,812403,947391,6064,768432,673720,933612,986808,845482,0
446524,974790,136204,660145,46148,79078,143410,160989,981702,515004,58988,720922,0
885249,759958,268944,317,376542,927735,905383,41763,86339,280632,126838,293103,0
978021,69561,471574,189577,16368,727882,915395,4593,819394,811643,788970,518808,0
144342,679601,401924,113261,747487,329506,759071,419473,251299,52350,759804,35923,0
707026,254361,159652,829730,72032,844505,650500,100103,464377,55963,91660,798117,0
605664,350343,447096,725611,237950,609636,253478,782124,313795,109519,865309,452157,0
883499,933250,91800,318953,885445,293758,583194,714977,758896,19549,888562,913741,0
677618,106643,131480,352571,877239,830595,33696,161289,194543,712651,223931,226121,0
902021,11583,955253,757768,789023,745385,878998,85258,783665,552466,763367,26312,0
610326,813156,919201,5287,27526,424758,375211,271520,797237,103068,132602,688473,0
780563,915322,447120,794278,567864,721090,604295,449282,615684,696576,38845,456692,0
284312,295453,628382,543079,191702,517316,285461,125626,756931,37946,672147,781312,0
517790,999564,637746,518833,37490,938,475097,613998,996645,706115,932251,109062,0
962363,856652,708702,959522,837175,718842,425637,719130,676048,342379,916371,235425,0
507970,690177,971517,915062,357496,277766,794598,828707,705084,269731,152381,392808,0
167158,928538,18174,33383,47704,974723,852238,920185,53186,372389,239655,72703,0
367744,791070,558006,920032,677536,673798,778600,480600,254133,520710,736535,330086,0
339422,891866,959465,46337,472568,634878,58245,673232,111521,67146,329972,441717,0
296276,772130,476400,429237,834437,146968,527319,371950,722125,919135,98879,387178,0
251124,298031,809941,977184,609244,944543,734376,87660,936462,609520,684349,320415,0
587642,721561,561138,58303,203918,192384,278569,642336,358863,377243,315598,750955,0
302118,204403,99642,734904,534104,751125,298721,197190,148997,725207,332134,458789,0
748175,888164,26178,592943,154812,117612,754194,979101,458703,112891,507521,836793,0
685524,934682,810991,816954,643686,908199,601157,52518,214847,577585,903400,514419,0
643744,783758,28998,979510,496894,374942,565739,836744,931987,77874,785989,593242,0
214954,308331,324762,972092,25782,18760,550873,849734,138950,808379,312800,283929,0
686948,133915,284000,87619,228824,978263,259343,348797,155248,282220,674663,16324,0
85816,337435,325048,919418,493770,850867,312181,841000,992959,969289,93141,700617,0
454716,871392,645502,432673,126928,803791,547529,844064,588176,134347,418792,160832,0
395064,766498,98540,812230,772567,715070,761550,121523,597522,826900,506166,821802,0
908915,198951,710440,748054,946049,259574,668363,364727,928223,773110,835972,653782,0
497598,460581,683148,270935,564632,607100,687203,772208,370056,274405,29605,77579,0
724084,581885,106972,1193,237056,433188,224493,429959,729451,826783,734215,940603,0
457180,189763,22552,548461,632234,717234,798018,103437,653207,95492,70920,453331,0
575028,32667,281242,871298,177018,696934,818390,944868,129935,654232,97527,346866,0
664040,80203,938279,901754,577438,782967,611089,26561,765348,559236,713637,337017,0
241704,843130,178378,969498,676948,86986,661781,559503,11611,77399,476922,437614,0
171184,320159,936593,246625,25714,849297,316361,519201,560093,147573,700036,515087,0
117886,159635,821613,154957,117476,278104,714403,642895,745158,31853,341857,792791,0
575224,266993,365522,716957,417500,446328,9013,176925,280381,642173,599605,320821,0
390526,48947,775839,346599,303768,107673,710732,560072,982399,985807,506140,274256,0
362760,547225,48752,580489,365278,984770,244890,595672,637602,308568,299628,308733,0
717468,282717,49276,638913,442846,290137,619902,144052,436056,837041,150607,413350,0
317900,840852,577040,901354,185856,183495,151396,234380,203232,51610,768712,164147,0
998919,447931,668462,227993,279066,263631,470458,567596,790333,188559,928655,154878,0
901605,408305,100660,509975,110594,760496,248682,997659,668806,813578,804755,405925,0
211872,905596,573638,32775,874395,241359,663246,597494,553310,592041,600175,810999,0
124024,981614,85726,91243,719318,878240,230310,622640,837683,191551,369925,430363,0
276574,235447,532408,199773,478174,345287,276392,379718,105013,485836,412464,641208,0
208392,827380,584162,160079,518190,153617,843075,327944,257685,12358,445404,483783,0
763595,867546,339984,343101,783179,953338,632022,467054,374799,612962,326737,561456,0
752923,472963,962631,509967,822765,68041,739031,343386,680427,296696,658723,216933,0
216376,680443,694434,317005,870557,56511,485198,34006,938482,19991,431730,891583,0
961069,745570,549476,685759,258978,195427,742363,910647,494885,627867,324892,307313,0
406950,29079,883863,820908,763753,424061,350310,571490,378083,959824,34479,689196,0
113378,99675,461638,231763,307266,438279,720592,682014,440415,21475,786836,165201,0
10696,791268,457104,185533,349170,792704,472630,71007,745885,78366,763117,723330,0
342938,223465,313438,268795,429590,519129,747983,642907,433020,862195,68162,250963,0
110102,888788,778885,182979,335724,66827,987007,93981,577556,942809,767250,392532,0
851463,351409,44790,793808,668074,997640,357696,637639,783471,360528,843012,387129,0
800675,34903,516664,5321,254226,702689,767317,868952,367778,746974,840427,574170,0
580872,412069,769425,104665,705900,262151,707594,857102,50418,549659,836529,90381,0
610378,857018,859713,696649,163416,504523,965859,858960,896101,979016,818286,952689,0
256270,435419,409140,389187,974803,603079,495080,625845,984785,598681,458829,918154,0
977947,507509,685132,35721,516088,405331,655076,932550,324777,210392,539950,76366,0
967657,411123,9510,511071,259230,138849,28582,265677,828452,522904,183448,230627,0
233818,936750,215414,997078,684524,92881,497724,22905,695053,978031,914226,477304,0
860265,699033,316978,541641,614484,699381,511678,875420,939112,823325,887290,563695,0
655960,342707,750003,485523,587892,934750,766227,641287,579177,550833,114842,170608,0
25072,596365,921737,50785,398830,752024,772139,751838,527143,856906,88686,763534,0
86276,672737,892333,269239,385790,681845,144532,384201,755578,782526,730125,812695,0
410976,851008,68412,869382,579796,843114,106190,301065,660195,595391,216743,718287,0
316176,796252,897577,77951,231548,69319,523301,433178,246562,293548,802335,982767,0
964049,579565,994411,762012,984297,187261,28055,762817,575202,536266,357142,54469,0
140044,110467,339538,104063,57882,950766,512639,514254,596304,861055,904962,826179,0
401168,952788,793071,920676,453928,776066,811166,943617,227680,71832,691575,190151,0
770135,885966,313798,856528,697280,104317,175313,215212,214030,898842,190458,782327,0
924637,140777,814857,969446,358862,45909,481483,202228,622402,343309,6320,624877,0
643446,984698,324514,864686,72212,534007,835436,2748,199382,989884,12405,399514,0
927271,644459,69034,802744,217178,375001,382183,207636,659110,773420,77241,49317,0
776863,367443,88106,753078,50314,681351,41863,224112,64513,642760,942087,280552,0
401098,108321,13024,396417,515854,587163,217083,232964,955412,471428,398476,393181,0
801061,926166,536854,510377,633532,220385,295645,642610,700127,119550,788836,340070,0
988161,511007,702776,252467,684618,927324,736466,624128,731129,920293,874638,175495,0
878077,135339,650120,345715,287592,129105,408853,423682,466905,753704,328108,907435,0
936515,31417,518786,711169,705496,680099,431297,865501,793056,956800,35308,546823,0
532132,503697,362112,808338,421006,115565,348323,335824,698379,431129,153787,279106,0
2318,179181,585266,186523,908403,82417,563435,59298,478591,149439,689381,186933,0
547456,878360,682138,35751,196884,809192,802942,326719,994093,937769,661084,91360,0
919093,58383,397456,232893,953423,316753,384265,84117,5048,401392,94920,315885,0
662652,9281,987083,542999,33510,231961,211653,924208,238210,923653,877974,80330,0
810341,655255,655724,693909,155936,958432,860392,639401,495030,906409,576475,755852,0
496512,399985,329082,584609,335386,896364,559157,663625,537914,237255,606574,721860,0
794733,618155,522960,762768,313640,541863,302859,309861,287860,465239,543060,358433,0
704852,820240,848115,372219,511864,361313,822972,448907,427126,942534,799238,412698,0
505900,166607,764657,63711,321348,57021,976496,408111,701602,957042,998438,72889,0
568838,862110,589114,735338,652636,134269,926978,31979,982588,799445,289418,807611,0
211930,402615,72610,814590,271042,59735,932712,159033,122747,582956,171398,190177,0
309218,36601,578850,377813,420462,764576,554563,690603,64259,539884,856934,43838,0
610594,764336,557646,772744,757093,755418,794548,682007,849442,676688,8603,356035,0
625696,622917,295806,527283,93374,52561,203907,650123,301311,389009,913101,62544,0
567822,222027,832445,101875,770331,128735,56091,524053,84931,878124,668726,799368,0
559816,75097,195836,898526,611420,986560,255907,208705,272001,407515,853864,488904,0
865889,387433,213574,313927,786341,101227,519083,467017,475325,14095,286787,339469,0
471580,71313,615954,376361,310771,699664,457612,817503,95858,928931,442430,753979,0
988127,872904,715684,202619,407565,283314,669890,941191,503186,598172,62934,829766,0
96856,237161,643478,947404,180367,354668,244782,875969,855785,369590,528027,847611,0
742169,287507,878265,724863,672767,135812,214038,913859,957059,173554,186379,611501,0
451640,844608,444272,463141,367507,976181,218030,249096,268468,856894,878185,904577,0
674798,532873,12142,574415,61167,633920,651470,288610,290820,38463,359260,528025,0
572974,528863,523310,665233,514299,777177,673976,974787,140068,322615,819044,655902,0
132892,149813,296376,332615,791908,705578,726006,827131,66892,504569,343405,723157,0
